,EADDC,EAFXA,FDDBC,AFDDA,AXCXA,EXCCE,FBXFC,DFFEC,CEXAE,BBADX,Predictions,Actual
3594,-4.144393676258097,-5.817074107067485,3.9216536626779774,-1.25465808145757,0.5609257943874028,-2.641462274436871,-1.2676981746941636,1.8008592437852733,-0.1625258603929986,4.176864613750187,1,1
7012,-2.399080691413638,-2.187750143606989,6.076376868115375,3.385790149088445,1.350482710289568,-3.839967797290523,-1.028725022039223,1.253084632318996,-4.582601182716045,5.563148407035277,0,0
1581,0.2256640214728311,1.1490485002109128,-1.1063250495376695,2.078076612076482,-1.7822396216774476,1.2232650953449404,1.9998894935772304,-4.72355909383908,0.4759659705682262,0.2725982797390758,1,1
5182,-2.8830331933800686,1.8559193401546976,-1.4302316305442115,0.0868759922851012,0.0871708668701707,2.220399395611307,1.623082525677679,-0.9589736159309205,2.8332050531445905,1.266104391903076,1,1
7983,-2.615542480309408,2.547535116414587,-2.0410472064976672,3.42170982888064,0.5093285006270388,1.0145991763438331,-2.6857549104167573,1.4930268018396586,-0.7714028360310234,-1.4386840354580477,1,1
7362,-3.306832310479569,2.4976825131760854,-1.6835444145219158,3.076903538014616,-0.3354586441701008,2.059553354854564,-0.3092279946523446,0.5707254087765028,-1.9117234358695256,0.1678356357391766,1,1
5688,-0.7947576400921863,-0.2536975611212029,2.875811688273627,1.8156815936543207,2.3663525284505558,0.8301662432727515,-0.5023155975287352,3.4021111932844907,-1.566777014759024,3.5096363664489405,1,0
5729,-0.623197865514501,-0.2608023960124037,0.2315930010275715,1.502062249201544,-0.5086997393400186,-1.7035851610538129,-0.9088901093486118,1.8046416106342784,1.1567506019269151,1.2960556267729322,1,1
7802,-2.0135083171978008,1.0857365473302645,-0.712929241156973,1.8648867289462072,-1.016923540981698,4.685316351902141,4.668415209177581,1.4778568044334652,3.483368357862172,-1.769096162818777,0,0
1507,-2.0959984437606893,-2.6896643286762245,3.1890841560391845,3.845110328921789,-0.4475373959779691,2.1844808828499955,1.28413512354657,-2.303936731051643,-6.58240140945902,-0.0186536565401151,0,0
8948,-3.023426214822104,2.369243008898545,-0.8667344774710247,0.3016701819871672,2.069250897212096,1.5831326446988223,-0.3734906066405741,-2.446126309901575,0.4095421526721028,1.2882945236007484,1,1
152,-3.2101821269937294,-0.8456814537707413,-0.2382021479851594,0.8521786949096126,-1.7001047693703706,-0.3411983094661648,4.663461090152444,-3.61844053695168,4.51728506389098,-1.2588163279903228,1,1
7249,2.1464925848314285,-4.649854632568701,-0.3704821670147946,0.3867766428941617,1.6539517566551514,-0.7160917193748517,-1.287879927937857,0.2024766023077213,3.091380591143265,3.228236289939641,1,1
488,0.5032248087672916,-3.1723443813585157,3.296252541818241,-0.3832914296407335,0.6622598879578203,0.2707365646293043,2.76720494404463,-3.1273648608887523,1.4333399053144702,-1.7133244534369791,0,1
1087,-5.129386849243366,1.3346928085378091,0.0104439386286914,3.1761058460592544,-0.6469809707582721,2.609885037428711,-3.0147377345256703,1.5603635481116749,-2.1681528503498875,2.2406496416092936,1,1
8397,-0.0321937727780587,2.5553298103903144,-3.0323264051426966,3.977649411298909,-1.500336298475279,0.26716266729701,1.0903328135312658,-2.0952879023601545,0.8885892367435753,3.653904110391861,1,1
5897,-2.005849354129232,-4.198925063746499,-1.6146069534593035,1.431470690020271,-0.0940410732857794,0.6384364303755687,-0.498160018834112,0.4385667772657291,-0.6260704991530446,1.9470799084134331,1,1
6752,0.1044383796203303,0.3798029524493502,3.619305597759401,-1.4150979103017545,2.4850790004569974,1.7540238108499144,2.12952944797715,-1.5738325559361983,1.2738536216458682,-1.0326331402727202,0,0
8395,-0.2082595997881315,-3.2978903051408377,2.00246638431385,2.324144051839924,-1.370144962164778,-2.545412681183264,-2.8667038932863917,-2.590226955988548,-1.378060163724351,3.107772724156712,0,0
1004,-0.7639140104944585,2.1464454039717147,-4.525903428228423,2.285516869814668,1.548289694990717,3.2090703237310496,-2.877712144678622,3.176483565776332,-3.103902999333501,-0.2549697392022365,1,1
8705,-0.1308776284617698,-2.766984475234639,-0.6790281229431551,0.0406400164646509,2.067101225166195,0.3410909796876482,0.6667558177393627,0.4071583978144171,-0.587469963043982,2.1954401802446952,1,1
8766,2.444478271882544,0.9042395757972338,-2.149560143065716,0.0563446037481993,-1.3715016287126738,2.039260636252773,4.266783104800663,-1.0501477922814046,0.2814485946841192,0.5955200104107143,1,1
6886,1.5667010996398558,1.60640118127327,2.06416423809948,-1.2967129611112058,1.083551675423552,2.153258866524677,-0.9385554619831712,0.2301643778355346,0.3782923394556563,-2.0935065509243453,0,0
9956,-3.167939037155565,-4.785586472006452,-0.9068631142438064,0.8281446436657138,3.2969884254503565,3.231651085381741,-3.696944007809487,1.6473642472281511,-2.421646073939272,3.5207338864157,1,1
7039,3.511742857654679,1.4669524026107572,5.416214860099306,-1.2710951514603936,4.14025544662908,2.144169431097441,0.5644169978441842,-2.54951641958986,1.4345042485777049,-1.6923962599968194,0,0
5053,2.928215932123263,-3.032069746522775,2.1523371109665064,-2.653899240626577,1.968090250600188,2.4648579068020298,2.3827738191989365,-1.4436098931941617,0.3984692109155818,-1.1177142399644262,0,0
9648,-5.810965641306421,1.4610665290401184,-0.6428518874870781,2.0090006717139195,-0.6635656734123023,1.6292359983995046,-0.9229478937122376,-1.5552691566901533,1.2146728636074589,1.7702502031129272,1,1
1219,-4.896864192041834,3.6690184415566174,0.5698294603855705,3.4480236888535964,0.8101204581982097,4.562897223320892,-0.6868582474059469,1.8913588856182044,-4.479842461938078,2.6917841011927743,1,1
9358,-0.5306695148799336,-0.2594831185925332,-0.0301120010167785,3.032276300786914,0.1765084689824927,0.2846846574464066,-2.0418668491958587,-1.2148472582543015,-3.9308006636833297,1.7600339847035111,0,0
8505,3.911905074395487,-0.1545499768444973,3.476260165918127,-1.3202511167829931,3.952666041909859,-4.476916143581737,-2.1490083216443567,-5.458526731036047,3.0671879688163246,-2.8353896732353405,0,0
4834,0.9189598510208876,-1.676774230623343,-0.5204461074447374,1.6394976341589398,1.765136823211552,-3.3544191682574063,-1.2140730233209045,1.1696536096549583,2.184747167811637,-1.890254675524784,1,1
8886,-0.7342310181065166,-7.936875469811119,-0.2818757505066958,-2.2541756674070155,3.727966768059277,-3.5229576580974795,-4.092248236800844,5.205270521709576,-2.5130901850059,0.1256095431434241,1,1
1899,-1.4391668808713196,3.628620752614136,-2.295071077242731,0.2570941570664122,-0.5065796011838151,2.636915963290022,1.8270524131040569,-0.2375812437505957,2.0990290756465133,0.1311281573685701,1,0
2430,0.6302297238824262,-0.3115290295888164,1.8200272498134635,-2.511678696769339,0.6222894658223187,0.6034324654804816,0.7162573192586961,-2.7550221385154714,2.096401296938349,-0.1821433647329482,0,0
7806,0.2665691245463133,-3.986589512005218,1.2756277731192045,1.772736503362412,-1.1336127489226282,-4.32918915929034,-2.5712463293437304,-2.270855401858288,-0.357143634301023,2.1210241878031453,0,0
8425,-0.197057496238769,-2.709221617587353,6.215246059214231,5.811446666674596,0.8226634216080688,-2.625728818461313,0.5238639501526166,1.4211524396711923,-4.057034705381748,2.0408529209428785,0,0
7697,-2.54128744599252,3.3053150669502926,-2.705436421217168,0.617098829361709,0.7804386196308624,4.547220744298087,-1.7936101161063571,0.0732299092534614,0.3335928352236823,5.472088310287145,1,1
8889,1.0708776291253943,-2.737267166721148,1.1894371687509695,-1.4328131861574491,0.5993168085711426,2.0471763758730086,1.3558952081718665,-0.1114680239491741,0.3818345468175095,-3.806266937322347,0,0
6282,-0.9469102306146508,-4.345163622888551,-1.5267324669253917,-0.4952217349984742,-3.4151841180383187,-1.37301840774787,-1.6360453648870223,-1.8996288647332724,0.8653176305590655,0.2828134721311885,0,0
1392,-3.4317671333579725,-5.174367782131887,-2.3327615002002804,0.3291769095733043,2.175644655682885,2.932465122345438,-1.7931978538766855,1.7673288459396894,-4.401848981686689,2.482791213644337,1,1
4424,2.6935723634022626,0.2129378420981014,0.9363413755667233,-2.86728930735749,1.5355416141613936,1.6104354158999434,1.0768957351395738,-2.366801445880113,3.020434482090611,-0.7461698122406757,0,0
5951,-1.189031902969368,0.7688829800661283,-0.9351155680865154,0.2934516146499522,2.00776769132926,-1.7432410402658465,-3.303855677432157,3.616572850959784,-1.6959641687165008,-1.330536571785494,1,1
7786,0.2178791015176302,3.769343175627531,-0.4857777425096063,0.8608081532718601,-2.086962936942177,0.220310764943034,0.8671953242240001,-0.5931583309916506,4.656136616128512,0.787179341002238,1,1
3555,-0.7046710801066038,-1.9427234579269383,0.7111646151513871,-0.413920220300535,-0.6032831993881449,3.714240100037192,3.5556485850115265,-0.0768468530606081,0.6500449574542753,1.1929591191840605,0,0
7079,2.754111725808362,-2.746329331235824,1.209506427029688,0.0327762185864248,-0.7039076450884698,0.7023320659786835,1.7097124363555871,-1.3282511114047364,0.2578147257440997,-2.1052097560925627,0,0
6077,-2.0313757949975875,-5.143024684012206,3.102870670143843,3.449928183862516,0.2700574330231393,-2.773824262317817,1.4540857453215523,0.8419052205504021,-3.422916992326733,3.3417103146614573,0,0
9137,-1.916470574619752,-2.687654614960993,1.5777113166171273,-0.0407081744162316,-3.962326804497239,-0.1245225087349994,-2.4873410916440397,-3.016162214822585,-1.6776300004431108,0.0518728075549421,0,0
585,-1.4030272120707816,-3.033550530011832,0.1977700488500184,-0.2383034596779314,0.0241391424925812,-2.180988042569168,1.522714255461445,-1.025064217052106,-3.0085819745892843,0.0517938002377758,0,0
473,-0.2291465492808491,4.993610830888582,-0.8430976425533718,-0.6566171204851554,-1.1942062063776238,2.8261084704820414,0.3406401452752419,-1.609599325663225,4.285454055723237,-0.6421961283421465,1,1
7043,0.8604189880332759,-3.478561653566873,1.086657131370513,-2.8748389951997515,3.1588614445762504,3.133667622620189,1.5321691327529148,-0.8711776246995825,1.24935236286105,-0.3012516397851419,0,0
4743,0.3911210422677562,-1.722579417018143,-2.647553165674132,1.746576115812066,-0.1743629314228345,-1.1140866403620162,-0.4385274559298353,1.6383846193490497,0.2698183655220181,-0.4078845342437103,1,1
3485,-3.518347491870255,-0.5491239509266856,-0.5854112858717335,1.874101825781962,-3.8987940716261447,1.0909449879586517,2.5664210370193223,-1.0678475418961426,2.7243734575033027,0.2766311759083371,1,1
8237,-5.054831684263248,3.144768589855685,-2.0587111378913496,3.2987795489515976,2.4400970580741403,5.489760701470811,-3.5162740796743326,2.588970330421948,-5.637809802534955,0.7486991977640458,1,1
5553,1.824901425932084,-1.5398985833638843,-2.499623424414218,0.2568415365908014,3.908012310221828,2.4207499591931243,-0.7453028511569324,1.4680344222585695,-1.6081982831552477,2.28474051906383,1,1
3712,0.2854744894178063,2.1292358732403724,-3.667426729339871,2.783863432817397,-0.7164225511320808,0.4469719804058905,2.0479199078537227,0.2706895663744082,0.9388923844769242,4.087379114401962,1,1
3297,-5.563095965791601,-3.379215398634926,0.0017146510696286,1.6994798806564182,-0.5023119840905639,2.757599714092496,1.12438383924665,-2.0694639368450103,-1.027300217747538,3.744011791512383,1,1
6300,2.5579452577256223,-1.3526966624428565,1.6048095476851472,-0.2836633646096687,4.26988996807724,1.6626527675833886,2.183316248983836,-1.109282578573978,1.7608742719337378,-1.0962874030578005,0,0
249,0.0782975380443913,0.6083482582986663,-2.956019658235089,2.092331733004854,-1.5341194021634073,1.9935941362989889,1.6042428790856669,0.6090591486337411,-0.6258493507952743,4.757903371092605,1,1
2188,-1.29221424139672,-0.0209408247039164,0.7526588704105813,-1.2450030729224255,0.6145353038786044,2.588647942509952,2.797448938205525,-1.1864998015256127,2.992144480925371,-0.1451714320919319,0,1
7351,-1.9757993244144316,0.5917566246436956,-0.6290382584809191,2.1774587724822885,1.58562009485083,2.4657982837028287,-2.1758056426186543,0.4796857842272395,-0.4642506491990741,2.2884949643898675,1,1
489,-0.7718641118343159,-1.3740222362232644,0.657805784206491,-3.581193128207244,3.454834747829285,-0.0738126969722245,0.0706367276534052,-2.6298988360522846,2.7301795167616554,-0.1875713968537138,0,1
8162,-2.875307681912817,-0.3422733777429541,1.7433168818175713,0.847207118891989,-1.090068018672663,-3.1395330231844536,-3.354561662393692,-2.944612564481458,-0.6586766347427239,4.674775798285047,0,0
2762,-0.5088858909668926,1.419020187407313,-0.6602042064077834,0.6449307915795146,-1.224047448995175,0.0192276290198207,3.039820018183816,1.431505313364148,-1.852310013613329,2.371887433834289,1,1
7343,-2.753148749744033,0.3661551599899806,-1.7125348806587952,1.3074130652271,3.2190831722625743,3.751329149610352,-1.862359107497495,0.6287080663136894,-3.050436033324245,1.648914271394899,1,1
381,-2.9701139256852205,-1.5688257973477078,0.0895187222135802,1.5628774251975717,-0.1725561288794079,-2.702038116549782,0.1657706407068562,-3.4486467639210607,-2.145028999567109,2.9003521588963164,0,1
91,0.0709879880627366,-1.388950960132808,-2.619995430753388,2.254668790910809,3.1468466424381334,4.529580616854059,-1.3908535752424065,-0.0117553794931588,-0.9717660248696997,2.7350239402452057,1,1
1881,-2.5969693525716395,0.2894547622498595,0.0865594438766912,3.335305209285422,-1.9770491128029088,-0.962135250996012,-3.2461471906575,-0.9733621336453756,-0.342510165583304,3.931608778517608,0,0
4994,2.469482047092411,-1.627570204787343,-1.4948678706957883,0.5807620296441254,-0.097346511629959,1.894816496072368,4.174983309338371,-0.851723226425608,3.410496632409197,-1.6143252496630929,0,0
3512,-3.323577317680904,-0.8475155372863932,-0.8685210866195283,3.672768015136644,-2.0545880221972723,0.059874190385537,0.9276231689702628,-3.1559479292149653,-0.4011131567374766,2.451691827975886,1,0
1932,-0.2554529246353767,-0.8194395248782343,-1.2369638084124237,1.2767638127416137,1.160132868877613,0.3202521454804294,-1.2946725441200897,2.7730021393117354,-1.391986686399378,1.2023007791859948,1,1
9942,-2.6656200948277204,-0.5424304900630874,2.164232130972562,3.406679966669593,-3.789172675064264,0.778670503101687,-3.425028445427599,-0.7974302117089191,-0.4546428609463679,3.338738092672498,0,0
4128,-4.074305068221834,-1.120071107740329,0.1699510709273199,1.383602786086357,-0.5650835324645996,1.2608054699781177,0.5674205540224803,-3.426219511474045,-0.2080004163140305,0.9487461512540056,1,1
8282,2.9495145251319297,-4.654528215882661,-1.9248481079499933,-0.1073369494050133,4.059249116379095,-0.5799672225457471,-4.0942821366458855,4.719688562919239,-0.5678812047671644,1.272521381523922,1,1
7815,-2.2051841437400084,1.0685193818722487,0.2492259204421278,4.795599818597994,-0.0889466908705141,3.706202890660309,-0.1935066581873687,2.5660878505447227,-2.346691830720321,3.0999256599722624,1,0
7081,-1.2921297705052948,-1.8751012476036957,2.751589767365287,2.8670336242035037,-1.3577649212715028,-1.9173090422160437,-1.75123223860697,-1.684249549172852,-1.7403447317445568,2.896569891967028,0,0
4239,-4.317194566796973,-1.8566708472642184,1.054253835948212,-0.0343746664593687,-2.3749267297575525,3.3110350347187447,3.514039034329058,-6.519698786501828,-0.0364920852242491,-3.973599296146282,1,1
2301,-5.316127114398595,1.7193459482537696,-2.780786505285038,3.040187680351992,-1.5523959443260134,2.752563970649663,0.8629943017945465,-1.5040151223891467,-1.1421347353881504,1.2276170657880978,1,1
898,0.422544290659322,-2.0072742617350205,1.7409697908413615,1.2214031548326048,1.1303553956199883,-8.81136104844761,-4.151550708712387,-0.3398691088589847,2.0633630128984857,5.076439793956357,0,0
7879,0.5157346767695921,2.1335668801072907,0.3088653623142325,2.4619919891691007,-3.160242173574143,-0.1649559774590356,-1.2250945388809529,-2.4450150239827884,2.5209901163747754,2.3366093392133496,1,1
1123,0.2292996188281721,-3.12914929764379,4.412564112449465,-4.032419872263534,3.356869482875138,-0.4191126190075187,1.8900689072492671,-4.735618627789306,1.021712462890472,0.619012939144536,0,0
5183,-1.6719693389837502,-2.2768039325146527,3.78294151373379,-2.265136332456383,3.2791575703230844,0.4836573615541386,0.673052188108254,-3.527709573522251,1.3812931586169648,0.7952458902179855,0,0
6766,0.1131860758426908,-2.191596721930583,2.793371200396653,-1.8858437754892223,2.458146563279108,1.211316962249953,2.2035987800001795,-1.32874503698047,0.8353062085235811,-3.795546375971334,0,0
8093,2.4851958911834915,-4.311457680768065,1.0607134647251144,-2.4988065594199576,2.570349521400623,3.460290053013789,0.6542543606570371,0.8712319552663352,-0.3494194298098931,-4.324230372156937,0,0
9438,-3.735019549137707,-0.6610754632478617,-1.7802307838349671,-0.7400579037751198,-2.36290557176089,3.283464495657268,1.4340309426988245,-2.0359281749759086,-4.550299340639176,-3.200419929572007,0,0
3019,0.6523027662491319,0.3195727204672507,-0.0288749923526152,5.1545427669304384,0.4989318754985039,-3.134076649171225,-0.7425199761138146,0.6125572181782482,-0.1373787612386634,1.15198901480063,0,1
7654,-0.4320253927351631,-2.745775208006319,-0.7309705761482888,1.4267234036562937,-2.690755844615344,-1.838302721695982,-3.8995820698153794,-1.9425230276234025,0.9461811933269244,3.0100333909011856,0,1
8791,1.329243254636308,-0.0059830831603675,-3.047355105077209,1.4554273525371555,-0.206299851420159,0.5975489383467432,0.870388507474559,1.4288508221874507,-0.4022614290385684,1.0878404968996804,1,1
8050,-3.5390315164542376,-0.5067421671068617,-1.0925276047957309,2.076309437659789,-1.462351434675048,2.062883565910392,0.4144511799495103,0.1858199118962664,-1.449252314608254,2.7313897441059805,1,1
4946,-0.0777236997226178,-3.0072507063684384,1.4690524735094168,1.3439527197290635,-1.6744987339205597,-4.307436140444861,-3.21302740004802,-3.177839450568749,0.5335652989239308,2.3928748766829417,0,1
818,-4.831498417429791,-0.1238079599829991,-2.60465962774105,3.943703407826131,-0.908265865604232,4.692219503476606,-1.177816321294824,-1.7952564389274284,-1.1549756777732871,2.218348950306881,1,1
5225,1.600703499808473,-0.7074313131860511,0.371898343800163,2.730546350425364,1.2929967465254828,0.2234051348790751,-1.315575183383143,2.892394166229338,0.6905938820477875,2.330479783197874,1,1
8839,-3.6193906147667225,2.341827177711564,-1.3833349368515329,1.723093385692412,-0.8818553332357212,1.276018099014284,1.12743415225207,-2.67853680282368,2.3027504584915155,-0.2411798740795747,1,1
1835,-1.010509619918097,-1.2638332835941086,-0.8798595159499725,1.4265807028739463,-1.5113139359079115,1.0712982074422133,3.046743003604723,-2.985609514334897,0.1155661884849308,1.3220453107471544,1,1
219,1.046637106076885,-2.5295299167029173,4.738033451337721,3.338773325650762,-0.1616619601827067,0.5238012372703342,-1.0703982632175149,1.4531145281610316,-3.859108187065935,0.4349722044381923,0,0
6655,-1.1029566726456803,-1.4688816669843805,1.6289994348044474,4.174130159040539,-0.7847031672259679,-1.2557789118297618,-0.2785992226324418,0.6049167834239952,-1.1691512289264574,2.4807069512780338,0,1
9001,-0.6640555496871856,-2.0967229814754207,3.040221295522166,1.2884726305827972,-0.4408967744871721,-2.2703482795650114,-1.1933998286962442,-0.843571009525666,-2.3222459354378246,1.8304365140370344,0,0
4696,-2.482302887776387,0.7515278224782326,-1.2476760715330013,0.3932396078532436,-0.5673120396977518,1.7199048044776224,2.2313956831424058,-0.4056079923149323,0.4022367436286684,0.2410217903656655,1,1
3644,-0.0579165146768765,3.2491872448492973,0.6252867568290714,-1.703197026208738,0.0661192024194474,1.295333896145768,1.0632177682815611,-0.8955551536742716,2.760545717662084,-1.9870313420174028,0,1
6522,3.327301929909928,-2.2299745420681902,1.2095177070656,-2.53733987040028,3.674345524374048,2.750209788840357,-0.3784864920134945,-0.1430925808470982,0.4053742097859554,-2.7529550928863595,0,0
3322,-3.902089027118824,0.8301387902876997,-0.9086674425084288,-0.1084664840948668,0.2504548867108289,2.5845834330138904,2.47335457680217,-2.396403652138463,1.186544426572227,-0.7526362243062752,1,1
4751,-1.268097723442442,1.3435821783128978,-1.3367939495254122,0.8120261210768251,-2.6989246451005693,1.11819131193803,4.107901390992424,-1.323588328798141,2.73554785907844,-1.4929235455227057,1,1
1952,0.1275653486603924,-0.7846018255443425,-0.2844363119474751,-0.6141187668754742,-1.0092930321340745,3.2866611024829817,2.722515794219237,-3.716707957637216,-0.4300284539245083,0.5190776399184065,1,1
282,-3.3720505509422654,0.5694358273833293,1.527531852306656,3.3774350980718286,-1.8630111257750337,0.6296133901427892,-2.7622109946514284,-2.411761917045744,-2.415367951701195,3.370264634435748,0,0
4706,-2.582217501101208,-0.2751498699848316,-1.2715503928638117,1.4473952144795998,-1.162972927753252,-0.9819128743909992,-1.0525262383584808,1.128055235223055,0.0315611466604468,0.1608113583099832,1,1
3589,-0.4712270621315613,-1.983054444750241,-5.453451509833784,1.950658510711977,1.427654512137596,4.29475831322622,-0.581941317834766,-0.0208328974008069,-2.1893910192526262,1.348431317114599,1,1
7584,-0.6248146738887275,-4.1058481770371245,3.1070068907532944,0.6336552828889405,-2.005644365921522,-0.8795226102666698,-1.7679015744844562,-0.0770696820977709,-2.5691928562113464,1.2522127915624282,0,0
8975,1.3937099367979418,-1.386984748942448,-0.7126256381397686,0.255614770571976,0.9794179059776013,3.5474996796266995,1.6619429973135071,0.7438949659076259,1.6987505329367854,-1.0711523018420774,0,0
7420,-4.051860450457154,-4.296995132617419,-2.7856752699354472,2.363596228842698,-1.7216514209387714,2.785701778479163,0.9713617652231972,-2.647441323010124,-0.1284404351004582,2.725361587752163,1,1
4885,-1.0582112901652954,-3.875135420450908,-5.401920182816896,-0.2350362722593468,-0.3441205907950422,1.357904563509857,-2.088221282396562,1.8790717717401115,-2.245704168373071,1.3221433731731378,1,1
6978,-0.9762872428447076,-4.652053462562716,3.7407242116383896,0.3690169765145779,-2.742532742780594,0.526128989301824,-0.425504839384208,-0.7335473109151042,-4.005603966340436,-0.4193222715170199,0,0
1027,0.5370173629258792,-2.110259277821488,4.272771093778492,3.79176504415956,-0.1875310922551847,0.2497866496023038,0.2830697871008034,-0.6562467288961831,-4.2993399288628895,0.4915474241619257,0,0
2882,2.9955577554075834,-2.464653406338211,-2.4961595012457813,1.0172374855025683,4.4335436897136695,1.9107382691712032,-1.122293960676518,1.3364992989869235,-0.0830912985300176,1.7469114096337606,1,1
5102,5.636331445170142,-2.0396207851471826,0.9639838704496382,-1.65709547989267,1.0265489940596193,1.763467487085557,2.815605424530403,-1.0805338954423631,0.8494326071162469,-2.530843669370681,0,0
2983,3.2934601529532306,-1.650365394559383,1.3128725320961163,-1.576932291934226,1.173391591193689,0.3855754395015662,3.2023073118668397,-3.7022704444595127,3.855591374912836,-1.6177079602495943,0,0
6536,-1.127045141533798,-1.9188295351072744,2.589487857878036,0.6515887704123781,-3.834013807350769,-2.915246458022849,-4.998533669199606,-4.470532952736574,1.3852931577008831,2.836339069073832,0,0
3746,1.224798250793576,-1.8470461517203387,-2.9698022577763163,0.024468960352852,3.390076579235934,1.476659026005771,-1.0009106410178374,1.1057498506204784,-1.550264019840203,1.2109124481379707,1,1
2378,-0.920934863643057,-0.6975705234400873,2.089135908704037,-1.5287917044413997,1.0728653830312782,2.208843642394226,1.6634967758407986,-1.4060660874400497,2.331345956160359,-2.7001607317273635,0,0
7544,-4.555068993748563,1.28954001571419,-1.486631862866708,-1.966343332503369,-1.1671355384367548,4.97995972801333,5.012397134424993,-1.261235648121933,3.0379423515564223,-3.0151568473451302,1,1
6931,-3.980517932261044,-5.624578107235118,-3.218645689177838,1.4229331195481545,0.3988750934882492,3.3015971222803704,-1.857735128181349,-0.2106822173610434,-2.0128556253830663,2.518666817040629,1,0
5350,-0.3436199377115803,-1.289022942296206,2.7947793310488183,-2.9555906287750418,1.4882352195815258,1.5197087725451104,-0.1228939230188885,-2.103864437842108,0.3309899667266318,-0.6833585729208661,0,1
651,2.955242378681344,-3.063286472123682,0.7275518675203094,-0.9330190011898968,2.4902236116231773,0.0912070467368599,1.5162671915781758,-1.6463278393322105,1.3394559807870348,-2.8761530146670102,0,1
3891,4.977361436148031,1.8117238490110588,-2.98911570004152,1.6077664885923624,-0.9137015669103687,-1.4092478424123422,3.060168949949326,1.9680064948911804,2.3218105126840607,4.800881187507937,1,0
6255,-0.9377860373800416,0.1213433594892656,2.418450343435329,-2.784896803265105,2.1395336004861383,2.2586467353318764,1.2191600093862376,-2.281346555027504,1.974332850089612,1.2300030295757385,0,0
683,3.285506196597227,-1.2383239128898815,2.867958659302704,1.9511082237101167,-0.0204444837786343,-1.4645428177482382,1.504555369974136,-3.172786590432842,1.794593066175456,-2.141250891974644,0,1
4088,1.6727033779857017,-1.659251097484134,1.3539053531415952,-1.0503500743335508,0.4190442084980343,0.9419758636958148,-1.9177742550634904,-1.5488485322579686,-0.8926981793910636,2.5030322980565654,0,0
7365,2.6796841485974108,1.2262151804652883,4.520365017134199,-1.859886465651137,3.6285254400516784,-1.0489591979931578,0.3056327407934531,-3.184290836544699,1.173737770315353,-3.5175021260360584,0,0
7153,1.9457114626365488,-1.9585303991738143,2.202738372715012,-1.369001577781631,1.2530064795268263,4.003062566557567,2.531700654629116,-0.1683547897796096,0.0556851432822429,-1.5008259149643004,0,0
1649,2.340979049269836,-0.7469770942306654,1.729386749687387,-1.5049299349616403,0.8905311990757101,2.628724089249474,3.4939104894865314,-2.650711032323332,3.274302246829662,-0.3860443125867319,0,0
8546,-4.098443934828521,2.016479405420246,-2.9497201945098244,2.687947093817206,0.4316950391300505,2.255382559645096,-0.1808677068103945,-0.7569660112177385,0.662461845882842,5.295424574494192,1,1
