,CEACC,CCDEF,FAXAE,FBFFD,EDDAB,y_by_maximization_score,y_by_maximization_cluster,Dates,To_Report,Normalized_Again,True_Anomalies
313,9.39889407122738,5.385753359202316,0.4425103840113418,5.431677278408889,8.53757327711373,-0.936908043276297,0,2016-11-09,0.0,8.0,0
314,9.197831818639878,4.878106904495933,0.5771642512228539,5.803653041010513,8.300226425395437,-0.5621840283406899,0,2016-11-10,0.0,7.0,0
315,7.999148538978683,4.368286775207599,0.7008746205591159,5.508034716293164,8.177969332101354,-0.40985451734832506,0,2016-11-11,0.0,6.0,0
316,8.603150849369484,4.223238728428634,0.8647382806392581,5.187378746971399,8.531028123182276,-0.8069253553799993,0,2016-11-12,0.0,5.0,0
317,8.510530001557052,4.293347292299361,0.816344656896534,4.826832265419283,8.852280997079145,-1.0516573573597578,0,2016-11-13,0.0,4.0,0
318,8.856154029324076,9.978878639406927,0.9286667449504438,3.651207684426578,9.087305091858656,0.9527026218881585,1,2016-11-14,1.0,5.0,0
319,12.07250433992219,11.08171534404078,0.4215714345557861,5.508277769278207,8.964357547483942,1.6358338902668161,1,2016-11-15,2.0,5.0,0
320,12.81542935178092,11.707090266931877,0.3250009580840354,5.857401890491772,9.074110756682389,2.222088805720662,1,2016-11-16,3.0,5.0,1
321,11.7184374077744,12.15106140715964,0.0800396021190454,6.72526887275794,9.42931970422386,3.12983418211236,1,2016-11-17,3.0,5.0,1
322,12.549272723005258,11.50396910059873,-0.3555511114001213,6.623954913795286,9.325734909697344,2.7281340195598673,1,2016-11-18,3.0,5.0,1
323,12.991278748402824,12.071435494530206,-1.1555942202998697,7.052488411689079,9.3973614258578,3.6376808552922792,1,2016-11-19,3.0,6.0,1
324,12.576537268688792,12.194834997688773,-1.934828884450564,3.886801208724717,9.359461316147158,2.9276558281758573,1,2016-11-20,3.0,7.0,1
325,10.196400515762534,6.435953238491606,-1.5230037889081922,5.442800503881265,9.527317165833876,-0.2809354724626604,0,2016-11-21,2.0,7.0,0
326,13.00831494880177,6.311138672613622,-1.03510733899636,5.096729897017839,10.011549508171887,-0.7804025200496608,0,2016-11-22,1.0,7.0,0
327,13.929501907706968,6.608283490882116,-0.6315089734433714,4.610233398987729,10.30250906919559,-0.786005126239235,0,2016-11-23,0.0,7.0,0
328,14.450218379155658,7.012833016832648,-0.3198141515202746,5.088217943383468,10.59939446900285,-0.3322212095516373,0,2016-11-24,0.0,7.0,0
329,15.143179781061672,7.271579916752294,-0.1696136047715493,5.516264740636711,10.573964273613166,-0.014445036827974182,0,2016-11-25,0.0,7.0,0
330,14.873047185046287,7.437857873141517,0.0526264925438768,5.558121008781246,10.782409576450462,0.19330150653483194,1,2016-11-26,1.0,8.0,0
331,15.29922906522142,7.302703600147671,-0.1383730133310141,5.800305333351014,10.950344194394312,0.5290579462699465,1,2016-11-27,2.0,9.0,0
332,16.78429954249551,7.783652924877292,-0.2600033040180314,5.765299253848156,10.756126478609506,0.7133197131111325,1,2016-11-28,3.0,10.0,1
333,13.936729052227095,8.253101876316418,-0.3125449555993604,5.914724860817161,10.593492457912062,0.7450191263140692,1,2016-11-29,3.0,10.0,1
334,15.534092910792925,6.872811351533226,-0.2060741667730345,5.832201481050297,10.90858409227865,0.3746195888397934,1,2016-11-30,3.0,10.0,1
335,15.669049711679696,8.00352195071032,-0.5246843872133233,6.099100872477262,10.833407851107165,1.1058704380524524,1,2016-12-01,3.0,10.0,1
336,13.5137112574917,7.954287114334805,-0.532892389846424,6.5476575104706125,11.232612994253415,1.717287067732064,1,2016-12-02,3.0,10.0,1
337,11.950805438549978,6.769158146200944,-0.5834235166309103,6.816534169997929,10.735698000056956,1.1531620989836473,1,2016-12-03,3.0,10.0,1
338,12.004057794961687,6.20226281164821,-0.5626099026884566,6.834232613561089,10.726692274097214,0.9804261488105739,1,2016-12-04,3.0,10.0,1
339,12.527646443994763,6.1489564585434895,-0.6862883032716862,6.515095119630632,10.335437583023111,0.3633847544522817,1,2016-12-05,3.0,10.0,1
340,11.986263846288892,6.1687620667853365,-0.6049532086588778,6.961436188085936,10.332749550044444,0.8829614450622968,1,2016-12-06,3.0,11.0,1
341,12.268489358917956,6.230372624144703,-0.8906599216943203,7.166771989431146,10.670213818494345,1.4665992936533263,1,2016-12-07,3.0,12.0,1
342,11.611038216604038,6.3837914080354805,-1.1261891056480442,7.302791949539673,10.729202953347148,1.8157384738958355,1,2016-12-08,3.0,13.0,1
343,9.292973293437855,6.025009591144373,-0.8536313800259423,7.649227240890012,10.749512808980846,2.1804156986228707,1,2016-12-09,3.0,14.0,1
344,8.100789969259466,4.670208594157524,-0.6381886390461409,7.586843616803557,11.17698516007307,2.1950105473712944,1,2016-12-10,3.0,15.0,0
345,9.061043978865586,3.977799597918991,-0.7632887951084202,7.5393755476648545,11.291699886777977,2.126273707066419,1,2016-12-11,3.0,15.0,0
346,8.873398372925774,4.7055625465533,-0.7378634142693032,7.637271230530367,11.569584363340525,2.575539125301268,1,2016-12-12,3.0,15.0,0
347,8.743684821644512,4.280256290312583,-1.151088370501692,7.550519471986143,11.26502683669478,2.299189399545065,1,2016-12-13,3.0,15.0,0
348,7.144993508611246,4.500465057111533,-2.393525821931248,7.576961488046356,10.866121612392696,2.777511899208657,1,2016-12-14,3.0,15.0,0
349,7.897267917599909,2.395945845746162,-2.744150074344886,5.488241033213487,11.209199065489942,1.3885541100923926,1,2016-12-15,3.0,15.0,0
350,7.340045434246818,1.784218711956694,-3.210752096963814,8.477024365928582,11.25099611379257,4.515618291232839,1,2016-12-16,3.0,15.0,0
351,7.98550942903722,0.8353905280207781,-3.490838557022422,7.215167623250736,11.505341871698514,3.541867442603799,1,2016-12-17,3.0,15.0,0
352,9.529593542104402,-0.1321959190288546,-3.967450918226677,7.473114269652138,11.883113083322456,4.5474531100005215,1,2016-12-18,3.0,15.0,0
353,8.801419687457644,-0.2009605608768954,-3.858442911412884,6.320954086955018,12.084098433954315,3.997308818750797,1,2016-12-19,3.0,15.0,0
354,8.258668568746923,-1.8433251228149423,-4.182210684572817,6.667704909663295,12.114620836430948,4.924389546148341,1,2016-12-20,3.0,15.0,0
355,8.210477861588247,-1.6338312504955512,-3.298556030082,6.9389714784882806,11.736557990934427,4.169086856765685,1,2016-12-21,3.0,15.0,0
356,7.67913096144452,-1.8655075128836425,-3.566182968584315,6.869285388278444,11.644127738134191,4.2803489424378585,1,2016-12-22,3.0,15.0,0
357,8.924804292578555,-1.9282404817610812,-3.721889122703227,7.040970980246998,11.26591632584507,4.160868453934436,1,2016-12-23,3.0,15.0,0
358,9.743617948191693,-1.3192587987145297,-3.5298455745003783,7.169162807143049,10.850168511055278,3.602968961603063,1,2016-12-24,3.0,15.0,0
359,10.359429002475624,-1.0655283217235008,-3.532784872235318,6.933564349192235,11.233515685613195,3.633662460239719,1,2016-12-25,3.0,15.0,0
360,11.364338829220117,-0.925751356796737,-3.259216175884008,6.572904420580482,11.452315429300358,3.4126369905148466,1,2016-12-26,3.0,15.0,0
361,11.316571940855468,-0.0811638651000352,-3.746737830650244,6.252705853502052,11.859703606648464,3.64533455333562,1,2016-12-27,3.0,15.0,0
362,10.841366978686422,-0.3171265098055524,-3.680396953338236,6.617490705703951,11.64448633498811,3.6409891329398323,1,2016-12-28,3.0,15.0,0
363,11.585932082571166,-0.710426337838113,-4.046115682206389,6.519040806925649,11.756765151633209,4.057464292046587,1,2016-12-29,3.0,15.0,0
364,11.991952424491243,-0.3995879513355653,-4.436065367109986,6.155138838020253,12.0527006564974,4.344740962070278,1,2016-12-30,3.0,15.0,0
